id,text,target_entity,aspect,sentiment
1742,here is what I recommend:  LOCATION1: there is a tube stop for this area,LOCATION1,transit-location,Positive
1743,LOCATION1 has underground station and train station and you can be in London in 25 mins on the fast train,LOCATION1,general,None
1743,LOCATION1 has underground station and train station and you can be in London in 25 mins on the fast train,LOCATION1,price,None
1743,LOCATION1 has underground station and train station and you can be in London in 25 mins on the fast train,LOCATION1,transit-location,Positive
1743,LOCATION1 has underground station and train station and you can be in London in 25 mins on the fast train,LOCATION1,safety,None
1744,I dont like LOCATION1 at all,LOCATION1,safety,None
1744,I dont like LOCATION1 at all,LOCATION1,general,Negative
1744,I dont like LOCATION1 at all,LOCATION1,transit-location,None
1744,I dont like LOCATION1 at all,LOCATION1,price,None
1745,"LOCATION1 has a resident population of about 500,000 and most London boroughs are a few hundred thousand each",LOCATION1,price,None
1745,"LOCATION1 has a resident population of about 500,000 and most London boroughs are a few hundred thousand each",LOCATION1,general,None
1745,"LOCATION1 has a resident population of about 500,000 and most London boroughs are a few hundred thousand each",LOCATION1,safety,None
1745,"LOCATION1 has a resident population of about 500,000 and most London boroughs are a few hundred thousand each",LOCATION1,transit-location,None
1746,"LOCATION1 is an excellent place for commuters to live with a fast train service to London taking just 35 minutes, and the M25 just minutes away",LOCATION1,safety,None
1746,"LOCATION1 is an excellent place for commuters to live with a fast train service to London taking just 35 minutes, and the M25 just minutes away",LOCATION1,price,None
1746,"LOCATION1 is an excellent place for commuters to live with a fast train service to London taking just 35 minutes, and the M25 just minutes away",LOCATION1,general,None
1746,"LOCATION1 is an excellent place for commuters to live with a fast train service to London taking just 35 minutes, and the M25 just minutes away",LOCATION1,transit-location,Positive
1747,"LOCATION1 is lovely , much more spacious , but a little way out on the Northern Line",LOCATION1,safety,None
1747,"LOCATION1 is lovely , much more spacious , but a little way out on the Northern Line",LOCATION1,price,None
1747,"LOCATION1 is lovely , much more spacious , but a little way out on the Northern Line",LOCATION1,transit-location,Negative
1747,"LOCATION1 is lovely , much more spacious , but a little way out on the Northern Line",LOCATION1,general,Positive
1748,im lookin to move up to LOCATION1 after xmas and have been doin some research on the net about prices,LOCATION1,price,None
1748,im lookin to move up to LOCATION1 after xmas and have been doin some research on the net about prices,LOCATION1,safety,None
1748,im lookin to move up to LOCATION1 after xmas and have been doin some research on the net about prices,LOCATION1,general,None
1748,im lookin to move up to LOCATION1 after xmas and have been doin some research on the net about prices,LOCATION1,transit-location,None
1749,It depends where in LOCATION1 and what kind of accommodation,LOCATION1,price,None
1749,It depends where in LOCATION1 and what kind of accommodation,LOCATION1,safety,None
1749,It depends where in LOCATION1 and what kind of accommodation,LOCATION1,transit-location,None
1749,It depends where in LOCATION1 and what kind of accommodation,LOCATION1,general,None
175,"I was on a train once, going from LOCATION1 to LOCATION2 Junction, it was PACKED and they were still trying to cram theirselves in",LOCATION2,general,None
175,"I was on a train once, going from LOCATION1 to LOCATION2 Junction, it was PACKED and they were still trying to cram theirselves in",LOCATION2,safety,None
175,"I was on a train once, going from LOCATION1 to LOCATION2 Junction, it was PACKED and they were still trying to cram theirselves in",LOCATION2,transit-location,None
175,"I was on a train once, going from LOCATION1 to LOCATION2 Junction, it was PACKED and they were still trying to cram theirselves in",LOCATION1,price,None
175,"I was on a train once, going from LOCATION1 to LOCATION2 Junction, it was PACKED and they were still trying to cram theirselves in",LOCATION2,price,None
175,"I was on a train once, going from LOCATION1 to LOCATION2 Junction, it was PACKED and they were still trying to cram theirselves in",LOCATION1,transit-location,None
175,"I was on a train once, going from LOCATION1 to LOCATION2 Junction, it was PACKED and they were still trying to cram theirselves in",LOCATION1,general,None
175,"I was on a train once, going from LOCATION1 to LOCATION2 Junction, it was PACKED and they were still trying to cram theirselves in",LOCATION1,safety,None
1750,LOCATION1 is on the Northern Line for speedy travel into central London,LOCATION1,general,None
1750,LOCATION1 is on the Northern Line for speedy travel into central London,LOCATION1,transit-location,Positive
1750,LOCATION1 is on the Northern Line for speedy travel into central London,LOCATION1,price,None
1750,LOCATION1 is on the Northern Line for speedy travel into central London,LOCATION1,safety,None
1751,LOCATION1 on the other hand is a bit of a hole,LOCATION1,price,None
1751,LOCATION1 on the other hand is a bit of a hole,LOCATION1,safety,None
1751,LOCATION1 on the other hand is a bit of a hole,LOCATION1,general,Negative
1751,LOCATION1 on the other hand is a bit of a hole,LOCATION1,transit-location,None
1752,LOCATION1 is traditionally the poorer part of London,LOCATION1,safety,None
1752,LOCATION1 is traditionally the poorer part of London,LOCATION1,transit-location,None
1752,LOCATION1 is traditionally the poorer part of London,LOCATION1,general,Negative
1752,LOCATION1 is traditionally the poorer part of London,LOCATION1,price,None
1753,"If you are thinking north, then perhaps look at LOCATION1",LOCATION1,general,Positive
1753,"If you are thinking north, then perhaps look at LOCATION1",LOCATION1,safety,None
1753,"If you are thinking north, then perhaps look at LOCATION1",LOCATION1,transit-location,None
1753,"If you are thinking north, then perhaps look at LOCATION1",LOCATION1,price,None
1754,"If you consider living with the Bengals and Asian, then LOCATION1 is good;",LOCATION1,price,None
1754,"If you consider living with the Bengals and Asian, then LOCATION1 is good;",LOCATION1,transit-location,None
1754,"If you consider living with the Bengals and Asian, then LOCATION1 is good;",LOCATION1,general,None
1754,"If you consider living with the Bengals and Asian, then LOCATION1 is good;",LOCATION1,safety,None
1755,"For example: ""LOCATION1 [or Walllington]",LOCATION1,general,None
1755,"For example: ""LOCATION1 [or Walllington]",LOCATION1,transit-location,None
1755,"For example: ""LOCATION1 [or Walllington]",LOCATION1,safety,None
1755,"For example: ""LOCATION1 [or Walllington]",LOCATION1,price,None
1756,"If you come to London the majority of ""Tourist Attractions"" are based in LOCATION1 too",LOCATION1,safety,None
1756,"If you come to London the majority of ""Tourist Attractions"" are based in LOCATION1 too",LOCATION1,general,None
1756,"If you come to London the majority of ""Tourist Attractions"" are based in LOCATION1 too",LOCATION1,transit-location,None
1756,"If you come to London the majority of ""Tourist Attractions"" are based in LOCATION1 too",LOCATION1,price,None
1757,"I would say with the massive increase in supply around the area, and the amount of security they have LOCATION1 is your best bet  Don't waste your money",LOCATION1,transit-location,None
1757,"I would say with the massive increase in supply around the area, and the amount of security they have LOCATION1 is your best bet  Don't waste your money",LOCATION1,safety,None
1757,"I would say with the massive increase in supply around the area, and the amount of security they have LOCATION1 is your best bet  Don't waste your money",LOCATION1,general,Positive
1757,"I would say with the massive increase in supply around the area, and the amount of security they have LOCATION1 is your best bet  Don't waste your money",LOCATION1,price,None
1758,"In living and working in the LOCATION1 I can say im pretty happy with where i live, however i do live right on the river",LOCATION1,transit-location,None
1758,"In living and working in the LOCATION1 I can say im pretty happy with where i live, however i do live right on the river",LOCATION1,general,None
1758,"In living and working in the LOCATION1 I can say im pretty happy with where i live, however i do live right on the river",LOCATION1,price,None
1758,"In living and working in the LOCATION1 I can say im pretty happy with where i live, however i do live right on the river",LOCATION1,safety,None
1759,LOCATION1 is nice,LOCATION1,transit-location,None
1759,LOCATION1 is nice,LOCATION1,general,Positive
1759,LOCATION1 is nice,LOCATION1,price,None
1759,LOCATION1 is nice,LOCATION1,safety,None
176,plus at LOCATION1 you have the jubliee line that takes you to LOCATION2,LOCATION2,price,None
176,plus at LOCATION1 you have the jubliee line that takes you to LOCATION2,LOCATION1,safety,None
176,plus at LOCATION1 you have the jubliee line that takes you to LOCATION2,LOCATION1,transit-location,Positive
176,plus at LOCATION1 you have the jubliee line that takes you to LOCATION2,LOCATION1,price,None
176,plus at LOCATION1 you have the jubliee line that takes you to LOCATION2,LOCATION2,general,None
176,plus at LOCATION1 you have the jubliee line that takes you to LOCATION2,LOCATION2,transit-location,None
176,plus at LOCATION1 you have the jubliee line that takes you to LOCATION2,LOCATION2,safety,None
176,plus at LOCATION1 you have the jubliee line that takes you to LOCATION2,LOCATION1,general,None
1760,"i live in england,LOCATION1 so if people ask me where do i live should i just say ""London""",LOCATION1,transit-location,None
1760,"i live in england,LOCATION1 so if people ask me where do i live should i just say ""London""",LOCATION1,price,None
1760,"i live in england,LOCATION1 so if people ask me where do i live should i just say ""London""",LOCATION1,safety,None
1760,"i live in england,LOCATION1 so if people ask me where do i live should i just say ""London""",LOCATION1,general,None
1761,Walk to LOCATION1 and Little Venice,LOCATION1,safety,None
1761,Walk to LOCATION1 and Little Venice,LOCATION1,transit-location,None
1761,Walk to LOCATION1 and Little Venice,LOCATION1,general,None
1761,Walk to LOCATION1 and Little Venice,LOCATION1,price,None
1762,"Generally, LOCATION1 is cheapest to rent/buy a property",LOCATION1,safety,None
1762,"Generally, LOCATION1 is cheapest to rent/buy a property",LOCATION1,transit-location,None
1762,"Generally, LOCATION1 is cheapest to rent/buy a property",LOCATION1,general,None
1762,"Generally, LOCATION1 is cheapest to rent/buy a property",LOCATION1,price,Positive
1763,To get from LOCATION1 to Central London is easy,LOCATION1,transit-location,Positive
1763,To get from LOCATION1 to Central London is easy,LOCATION1,safety,None
1763,To get from LOCATION1 to Central London is easy,LOCATION1,general,None
1763,To get from LOCATION1 to Central London is easy,LOCATION1,price,None
1764,"LOCATION1 is close and accessible via victoria Line and London Overground , yet it is easy to find affordable property if you look well",LOCATION1,price,Positive
1764,"LOCATION1 is close and accessible via victoria Line and London Overground , yet it is easy to find affordable property if you look well",LOCATION1,general,None
1764,"LOCATION1 is close and accessible via victoria Line and London Overground , yet it is easy to find affordable property if you look well",LOCATION1,safety,None
1764,"LOCATION1 is close and accessible via victoria Line and London Overground , yet it is easy to find affordable property if you look well",LOCATION1,transit-location,Positive
1765,"My daughter and her friend just got a flat in LOCATION1, LOCATION2 for 1000 a month",LOCATION1,transit-location,None
1765,"My daughter and her friend just got a flat in LOCATION1, LOCATION2 for 1000 a month",LOCATION2,price,None
1765,"My daughter and her friend just got a flat in LOCATION1, LOCATION2 for 1000 a month",LOCATION2,safety,None
1765,"My daughter and her friend just got a flat in LOCATION1, LOCATION2 for 1000 a month",LOCATION2,general,None
1765,"My daughter and her friend just got a flat in LOCATION1, LOCATION2 for 1000 a month",LOCATION1,safety,None
1765,"My daughter and her friend just got a flat in LOCATION1, LOCATION2 for 1000 a month",LOCATION1,price,None
1765,"My daughter and her friend just got a flat in LOCATION1, LOCATION2 for 1000 a month",LOCATION2,transit-location,None
1765,"My daughter and her friend just got a flat in LOCATION1, LOCATION2 for 1000 a month",LOCATION1,general,None
1766,LOCATION1  has become a very popular area in London and is quite expensive,LOCATION1,price,Negative
1766,LOCATION1  has become a very popular area in London and is quite expensive,LOCATION1,transit-location,None
1766,LOCATION1  has become a very popular area in London and is quite expensive,LOCATION1,safety,None
1766,LOCATION1  has become a very popular area in London and is quite expensive,LOCATION1,general,Positive
1767,"I've never properly lived in London but I have stayed there for a couple of months (in LOCATION1,",LOCATION1,transit-location,None
1767,"I've never properly lived in London but I have stayed there for a couple of months (in LOCATION1,",LOCATION1,price,None
1767,"I've never properly lived in London but I have stayed there for a couple of months (in LOCATION1,",LOCATION1,safety,None
1767,"I've never properly lived in London but I have stayed there for a couple of months (in LOCATION1,",LOCATION1,general,None
1768,"LOCATION1 is also a very beautiful area , and there are a lot of nice caf 's , restaurants and bars around , so it can be a really cool place to hang out",LOCATION1,general,Positive
1768,"LOCATION1 is also a very beautiful area , and there are a lot of nice caf 's , restaurants and bars around , so it can be a really cool place to hang out",LOCATION1,transit-location,None
1768,"LOCATION1 is also a very beautiful area , and there are a lot of nice caf 's , restaurants and bars around , so it can be a really cool place to hang out",LOCATION1,price,None
1768,"LOCATION1 is also a very beautiful area , and there are a lot of nice caf 's , restaurants and bars around , so it can be a really cool place to hang out",LOCATION1,safety,None
1769,I like LOCATION1 because it's clean and not overly populated like the area I live in,LOCATION1,transit-location,None
1769,I like LOCATION1 because it's clean and not overly populated like the area I live in,LOCATION1,general,Positive
1769,I like LOCATION1 because it's clean and not overly populated like the area I live in,LOCATION1,safety,None
1769,I like LOCATION1 because it's clean and not overly populated like the area I live in,LOCATION1,price,None
177,I would suggest LOCATION1,LOCATION1,transit-location,None
177,I would suggest LOCATION1,LOCATION1,price,None
177,I would suggest LOCATION1,LOCATION1,general,Positive
177,I would suggest LOCATION1,LOCATION1,safety,None
1770,LOCATION1 is pretty bad with its stabbings muggings and general filth of the place,LOCATION1,transit-location,None
1770,LOCATION1 is pretty bad with its stabbings muggings and general filth of the place,LOCATION1,general,Negative
1770,LOCATION1 is pretty bad with its stabbings muggings and general filth of the place,LOCATION1,safety,Negative
1770,LOCATION1 is pretty bad with its stabbings muggings and general filth of the place,LOCATION1,price,None
1771,LOCATION1 is definitely a candidate,LOCATION1,price,None
1771,LOCATION1 is definitely a candidate,LOCATION1,transit-location,None
1771,LOCATION1 is definitely a candidate,LOCATION1,general,None
1771,LOCATION1 is definitely a candidate,LOCATION1,safety,None
1772,"is correct LOCATION1 and LOCATION2 are technically Greater London and not Kent, The London borough of Bexley",LOCATION1,safety,None
1772,"is correct LOCATION1 and LOCATION2 are technically Greater London and not Kent, The London borough of Bexley",LOCATION2,transit-location,None
1772,"is correct LOCATION1 and LOCATION2 are technically Greater London and not Kent, The London borough of Bexley",LOCATION1,general,None
1772,"is correct LOCATION1 and LOCATION2 are technically Greater London and not Kent, The London borough of Bexley",LOCATION2,general,None
1772,"is correct LOCATION1 and LOCATION2 are technically Greater London and not Kent, The London borough of Bexley",LOCATION2,safety,None
1772,"is correct LOCATION1 and LOCATION2 are technically Greater London and not Kent, The London borough of Bexley",LOCATION2,price,None
1772,"is correct LOCATION1 and LOCATION2 are technically Greater London and not Kent, The London borough of Bexley",LOCATION1,price,None
1772,"is correct LOCATION1 and LOCATION2 are technically Greater London and not Kent, The London borough of Bexley",LOCATION1,transit-location,None
1773,"LOCATION1 - Another up and coming area, pretty central, some crime but not too bad",LOCATION1,price,None
1773,"LOCATION1 - Another up and coming area, pretty central, some crime but not too bad",LOCATION1,safety,Positive
1773,"LOCATION1 - Another up and coming area, pretty central, some crime but not too bad",LOCATION1,general,Positive
1773,"LOCATION1 - Another up and coming area, pretty central, some crime but not too bad",LOCATION1,transit-location,Positive
1774,"From Oxford Street and Regents street to LOCATION1 and LOCATION2, etc  So its easy for you to get around",LOCATION1,general,None
1774,"From Oxford Street and Regents street to LOCATION1 and LOCATION2, etc  So its easy for you to get around",LOCATION2,general,None
1774,"From Oxford Street and Regents street to LOCATION1 and LOCATION2, etc  So its easy for you to get around",LOCATION1,safety,None
1774,"From Oxford Street and Regents street to LOCATION1 and LOCATION2, etc  So its easy for you to get around",LOCATION2,price,None
1774,"From Oxford Street and Regents street to LOCATION1 and LOCATION2, etc  So its easy for you to get around",LOCATION2,transit-location,None
1774,"From Oxford Street and Regents street to LOCATION1 and LOCATION2, etc  So its easy for you to get around",LOCATION1,transit-location,None
1774,"From Oxford Street and Regents street to LOCATION1 and LOCATION2, etc  So its easy for you to get around",LOCATION2,safety,None
1774,"From Oxford Street and Regents street to LOCATION1 and LOCATION2, etc  So its easy for you to get around",LOCATION1,price,None
1775,LOCATION1 - wildly overpriced but cool,LOCATION1,price,Negative
1775,LOCATION1 - wildly overpriced but cool,LOCATION1,transit-location,None
1775,LOCATION1 - wildly overpriced but cool,LOCATION1,safety,None
1775,LOCATION1 - wildly overpriced but cool,LOCATION1,general,Positive
1776,"As you earn more you can then decide more positively where to live when you start earning more Any where but LOCATION1, its rough and dangerous",LOCATION1,safety,None
1776,"As you earn more you can then decide more positively where to live when you start earning more Any where but LOCATION1, its rough and dangerous",LOCATION1,price,None
1776,"As you earn more you can then decide more positively where to live when you start earning more Any where but LOCATION1, its rough and dangerous",LOCATION1,transit-location,None
1776,"As you earn more you can then decide more positively where to live when you start earning more Any where but LOCATION1, its rough and dangerous",LOCATION1,general,Negative
1777,"if you like museums go to the natural history museum and the science museum and LOCATION1 palace is a nice place to visit near these places the national art gallery and the tate modern and Buckingham palace, London eye etc are typical tourist attractions also enjoy London and I hope I helped :D",LOCATION1,transit-location,None
1777,"if you like museums go to the natural history museum and the science museum and LOCATION1 palace is a nice place to visit near these places the national art gallery and the tate modern and Buckingham palace, London eye etc are typical tourist attractions also enjoy London and I hope I helped :D",LOCATION1,safety,None
1777,"if you like museums go to the natural history museum and the science museum and LOCATION1 palace is a nice place to visit near these places the national art gallery and the tate modern and Buckingham palace, London eye etc are typical tourist attractions also enjoy London and I hope I helped :D",LOCATION1,general,None
1777,"if you like museums go to the natural history museum and the science museum and LOCATION1 palace is a nice place to visit near these places the national art gallery and the tate modern and Buckingham palace, London eye etc are typical tourist attractions also enjoy London and I hope I helped :D",LOCATION1,price,None
1778,i live in LOCATION1  and wouldnt move for the world =),LOCATION1,general,None
1778,i live in LOCATION1  and wouldnt move for the world =),LOCATION1,safety,None
1778,i live in LOCATION1  and wouldnt move for the world =),LOCATION1,price,None
1778,i live in LOCATION1  and wouldnt move for the world =),LOCATION1,transit-location,None
1779,"For museums, LOCATION1",LOCATION1,safety,None
1779,"For museums, LOCATION1",LOCATION1,price,None
1779,"For museums, LOCATION1",LOCATION1,transit-location,None
1779,"For museums, LOCATION1",LOCATION1,general,None
178,"Well yes, if you can afford to live in LOCATION1 then it would be great but very very expensive",LOCATION1,general,Positive
178,"Well yes, if you can afford to live in LOCATION1 then it would be great but very very expensive",LOCATION1,transit-location,None
178,"Well yes, if you can afford to live in LOCATION1 then it would be great but very very expensive",LOCATION1,price,Negative
178,"Well yes, if you can afford to live in LOCATION1 then it would be great but very very expensive",LOCATION1,safety,None
1780,All around LOCATION1 there are many rich people in their classy homes,LOCATION1,safety,None
1780,All around LOCATION1 there are many rich people in their classy homes,LOCATION1,transit-location,None
1780,All around LOCATION1 there are many rich people in their classy homes,LOCATION1,price,Negative
1780,All around LOCATION1 there are many rich people in their classy homes,LOCATION1,general,None
1781,"It's an entire borough, whereas LOCATION1 is just a neighbourhood in and of itself I lived in LOCATION1 in my first year of university",LOCATION1,price,None
1781,"It's an entire borough, whereas LOCATION1 is just a neighbourhood in and of itself I lived in LOCATION1 in my first year of university",LOCATION1,transit-location,None
1781,"It's an entire borough, whereas LOCATION1 is just a neighbourhood in and of itself I lived in LOCATION1 in my first year of university",LOCATION1,safety,None
1781,"It's an entire borough, whereas LOCATION1 is just a neighbourhood in and of itself I lived in LOCATION1 in my first year of university",LOCATION1,general,None
1782,I would look at LOCATION1,LOCATION1,price,None
1782,I would look at LOCATION1,LOCATION1,general,Positive
1782,I would look at LOCATION1,LOCATION1,transit-location,None
1782,I would look at LOCATION1,LOCATION1,safety,None
1783,"When I was there, I spent time in both the West and East ends of London, and I definitely preferred LOCATION1",LOCATION1,general,Positive
1783,"When I was there, I spent time in both the West and East ends of London, and I definitely preferred LOCATION1",LOCATION1,transit-location,None
1783,"When I was there, I spent time in both the West and East ends of London, and I definitely preferred LOCATION1",LOCATION1,price,None
1783,"When I was there, I spent time in both the West and East ends of London, and I definitely preferred LOCATION1",LOCATION1,safety,None
1784,There are 31 boroughs (areas) in London and LOCATION1 is just southwest of central London,LOCATION1,safety,None
1784,There are 31 boroughs (areas) in London and LOCATION1 is just southwest of central London,LOCATION1,transit-location,None
1784,There are 31 boroughs (areas) in London and LOCATION1 is just southwest of central London,LOCATION1,general,None
1784,There are 31 boroughs (areas) in London and LOCATION1 is just southwest of central London,LOCATION1,price,None
1785,I have heard from some friends that LOCATION1 and places nearby are quite dangerous to live in due to the high criminal cases,LOCATION1,general,None
1785,I have heard from some friends that LOCATION1 and places nearby are quite dangerous to live in due to the high criminal cases,LOCATION1,price,None
1785,I have heard from some friends that LOCATION1 and places nearby are quite dangerous to live in due to the high criminal cases,LOCATION1,transit-location,None
1785,I have heard from some friends that LOCATION1 and places nearby are quite dangerous to live in due to the high criminal cases,LOCATION1,safety,Negative
1786,LOCATION1 in SE London is like a nice village within London,LOCATION1,price,None
1786,LOCATION1 in SE London is like a nice village within London,LOCATION1,safety,None
1786,LOCATION1 in SE London is like a nice village within London,LOCATION1,transit-location,None
1786,LOCATION1 in SE London is like a nice village within London,LOCATION1,general,Positive
1787,LOCATION1  has a reputation of being dangerous,LOCATION1,price,None
1787,LOCATION1  has a reputation of being dangerous,LOCATION1,general,None
1787,LOCATION1  has a reputation of being dangerous,LOCATION1,transit-location,None
1787,LOCATION1  has a reputation of being dangerous,LOCATION1,safety,Negative
1788,LOCATION1 is dreadful,LOCATION1,general,Negative
1788,LOCATION1 is dreadful,LOCATION1,transit-location,None
1788,LOCATION1 is dreadful,LOCATION1,safety,None
1788,LOCATION1 is dreadful,LOCATION1,price,None
1789,Unfortunately parts of LOCATION1 are a bit like that,LOCATION1,safety,None
1789,Unfortunately parts of LOCATION1 are a bit like that,LOCATION1,general,None
1789,Unfortunately parts of LOCATION1 are a bit like that,LOCATION1,transit-location,None
1789,Unfortunately parts of LOCATION1 are a bit like that,LOCATION1,price,None
179,LOCATION1 is good for shopping,LOCATION1,safety,None
179,LOCATION1 is good for shopping,LOCATION1,transit-location,None
179,LOCATION1 is good for shopping,LOCATION1,general,None
179,LOCATION1 is good for shopping,LOCATION1,price,None
1790,I lived and worked in a very poor area of London called LOCATION1  it's fill of social problems,LOCATION1,price,None
1790,I lived and worked in a very poor area of London called LOCATION1  it's fill of social problems,LOCATION1,safety,None
1790,I lived and worked in a very poor area of London called LOCATION1  it's fill of social problems,LOCATION1,transit-location,None
1790,I lived and worked in a very poor area of London called LOCATION1  it's fill of social problems,LOCATION1,general,Negative
1791,I like LOCATION1 and LOCATION2 London is a very strange place to live as alot of the rougher areas close to town are expensive and the nice parts are cheaper because there out of town,LOCATION1,price,None
1791,I like LOCATION1 and LOCATION2 London is a very strange place to live as alot of the rougher areas close to town are expensive and the nice parts are cheaper because there out of town,LOCATION2,transit-location,None
1791,I like LOCATION1 and LOCATION2 London is a very strange place to live as alot of the rougher areas close to town are expensive and the nice parts are cheaper because there out of town,LOCATION2,general,None
1791,I like LOCATION1 and LOCATION2 London is a very strange place to live as alot of the rougher areas close to town are expensive and the nice parts are cheaper because there out of town,LOCATION1,safety,None
1791,I like LOCATION1 and LOCATION2 London is a very strange place to live as alot of the rougher areas close to town are expensive and the nice parts are cheaper because there out of town,LOCATION1,transit-location,None
1791,I like LOCATION1 and LOCATION2 London is a very strange place to live as alot of the rougher areas close to town are expensive and the nice parts are cheaper because there out of town,LOCATION2,safety,None
1791,I like LOCATION1 and LOCATION2 London is a very strange place to live as alot of the rougher areas close to town are expensive and the nice parts are cheaper because there out of town,LOCATION1,general,None
1791,I like LOCATION1 and LOCATION2 London is a very strange place to live as alot of the rougher areas close to town are expensive and the nice parts are cheaper because there out of town,LOCATION2,price,None
1792,What about LOCATION1,LOCATION1,safety,None
1792,What about LOCATION1,LOCATION1,general,None
1792,What about LOCATION1,LOCATION1,price,None
1792,What about LOCATION1,LOCATION1,transit-location,None
1793,LOCATION1 is fast to central London as it has a tube station,LOCATION1,general,None
1793,LOCATION1 is fast to central London as it has a tube station,LOCATION1,price,None
1793,LOCATION1 is fast to central London as it has a tube station,LOCATION1,safety,None
1793,LOCATION1 is fast to central London as it has a tube station,LOCATION1,transit-location,Positive
1794,LOCATION1 is the most expensive neighborhood in the world I stayed there for a bit,LOCATION1,general,None
1794,LOCATION1 is the most expensive neighborhood in the world I stayed there for a bit,LOCATION1,transit-location,None
1794,LOCATION1 is the most expensive neighborhood in the world I stayed there for a bit,LOCATION1,price,Negative
1794,LOCATION1 is the most expensive neighborhood in the world I stayed there for a bit,LOCATION1,safety,None
1795,LOCATION1 is AWESOME,LOCATION1,safety,None
1795,LOCATION1 is AWESOME,LOCATION1,transit-location,None
1795,LOCATION1 is AWESOME,LOCATION1,general,Positive
1795,LOCATION1 is AWESOME,LOCATION1,price,None
1796,"There are a few shops, pubs and restaurants in LOCATION1",LOCATION1,transit-location,None
1796,"There are a few shops, pubs and restaurants in LOCATION1",LOCATION1,general,None
1796,"There are a few shops, pubs and restaurants in LOCATION1",LOCATION1,price,None
1796,"There are a few shops, pubs and restaurants in LOCATION1",LOCATION1,safety,None
1797,It's the train stop before LOCATION1 which is where all the London Boys alight to work in the financial district,LOCATION1,transit-location,None
1797,It's the train stop before LOCATION1 which is where all the London Boys alight to work in the financial district,LOCATION1,general,None
1797,It's the train stop before LOCATION1 which is where all the London Boys alight to work in the financial district,LOCATION1,price,None
1797,It's the train stop before LOCATION1 which is where all the London Boys alight to work in the financial district,LOCATION1,safety,None
1798,Mikey LOCATION1 is a disgusting area,LOCATION1,price,None
1798,Mikey LOCATION1 is a disgusting area,LOCATION1,safety,None
1798,Mikey LOCATION1 is a disgusting area,LOCATION1,general,Negative
1798,Mikey LOCATION1 is a disgusting area,LOCATION1,transit-location,None
1799,"Also, there are many different neighbourhoods in LOCATION1",LOCATION1,price,None
1799,"Also, there are many different neighbourhoods in LOCATION1",LOCATION1,transit-location,None
1799,"Also, there are many different neighbourhoods in LOCATION1",LOCATION1,safety,None
1799,"Also, there are many different neighbourhoods in LOCATION1",LOCATION1,general,None
18,It's in LOCATION1,LOCATION1,safety,None
18,It's in LOCATION1,LOCATION1,general,None
18,It's in LOCATION1,LOCATION1,transit-location,None
18,It's in LOCATION1,LOCATION1,price,None
180,You can find something in LOCATION1 to suit most budgets - I have some friends living in a skanky flat that is super cheap,LOCATION1,general,None
180,You can find something in LOCATION1 to suit most budgets - I have some friends living in a skanky flat that is super cheap,LOCATION1,price,Positive
180,You can find something in LOCATION1 to suit most budgets - I have some friends living in a skanky flat that is super cheap,LOCATION1,transit-location,None
180,You can find something in LOCATION1 to suit most budgets - I have some friends living in a skanky flat that is super cheap,LOCATION1,safety,None
1800,"However, she lives in LOCATION1 of all places and I do NOT feel safe using her station",LOCATION1,price,None
1800,"However, she lives in LOCATION1 of all places and I do NOT feel safe using her station",LOCATION1,transit-location,None
1800,"However, she lives in LOCATION1 of all places and I do NOT feel safe using her station",LOCATION1,safety,Negative
1800,"However, she lives in LOCATION1 of all places and I do NOT feel safe using her station",LOCATION1,general,None
1801,"The Horniman museum in LOCATION1 (if you can drive there) is great for kids and has a really child friendly cafe, lots of musical instruments",LOCATION1,safety,None
1801,"The Horniman museum in LOCATION1 (if you can drive there) is great for kids and has a really child friendly cafe, lots of musical instruments",LOCATION1,general,None
1801,"The Horniman museum in LOCATION1 (if you can drive there) is great for kids and has a really child friendly cafe, lots of musical instruments",LOCATION1,transit-location,None
1801,"The Horniman museum in LOCATION1 (if you can drive there) is great for kids and has a really child friendly cafe, lots of musical instruments",LOCATION1,price,None
1802,"Borderline LOCATION1, where the more affluent and trendy love to live",LOCATION1,general,None
1802,"Borderline LOCATION1, where the more affluent and trendy love to live",LOCATION1,safety,None
1802,"Borderline LOCATION1, where the more affluent and trendy love to live",LOCATION1,transit-location,None
1802,"Borderline LOCATION1, where the more affluent and trendy love to live",LOCATION1,price,Negative
1803,"The London borough of LOCATION1 ( pronunciation ( helpinfo ) ) is a London borough of LOCATION2 , England and forms part of Outer London and is one of the 32 London Boroughs ( plus the London ) which forms part of Greater London",LOCATION1,price,None
1803,"The London borough of LOCATION1 ( pronunciation ( helpinfo ) ) is a London borough of LOCATION2 , England and forms part of Outer London and is one of the 32 London Boroughs ( plus the London ) which forms part of Greater London",LOCATION2,transit-location,None
1803,"The London borough of LOCATION1 ( pronunciation ( helpinfo ) ) is a London borough of LOCATION2 , England and forms part of Outer London and is one of the 32 London Boroughs ( plus the London ) which forms part of Greater London",LOCATION1,general,None
1803,"The London borough of LOCATION1 ( pronunciation ( helpinfo ) ) is a London borough of LOCATION2 , England and forms part of Outer London and is one of the 32 London Boroughs ( plus the London ) which forms part of Greater London",LOCATION1,safety,None
1803,"The London borough of LOCATION1 ( pronunciation ( helpinfo ) ) is a London borough of LOCATION2 , England and forms part of Outer London and is one of the 32 London Boroughs ( plus the London ) which forms part of Greater London",LOCATION2,safety,None
